# Wavelengths(nm)	0.0V	0.1V	0.2V	0.30000000000000004V	0.4V	0.5V	0.6000000000000001V	0.7000000000000001V	0.8V	0.9V	1.0V	1.1V	1.2000000000000002V	1.3V	1.4000000000000001V	1.5V	1.6V	1.7000000000000002V	1.8V	1.9000000000000001V	2.0V	2.1V	2.2V	2.3000000000000003V	2.4000000000000004V	2.5V	2.6V	2.7V	2.8000000000000003V	2.9000000000000004V	3.0V	3.1V	3.2V	3.3000000000000003V	3.4000000000000004V	3.5V	3.6V	3.7V	3.8000000000000003V	3.9000000000000004V	4.0V	4.1000000000000005V	4.2V	4.3V	4.4V	4.5V	4.6000000000000005V	4.7V	4.800000000000001V	4.9V	5.0V
4.889717688475458317e+02	0.000000000000000000e+00	-2.340535714285692848e+00	-7.021607142857192230e+00	2.574589285714284870e+01	-1.404321428571427077e+01	-4.212964285714292600e+01	-7.021607142857146755e+01	-1.404321428571427077e+01	1.638374999999996362e+01	6.319446428571427532e+01	5.617285714285708309e+01	1.872428571428565647e+01	-2.106482142857146300e+01	4.681071428571385695e+00	1.404321428571427077e+01	-7.255660714285716040e+01	1.404321428571427077e+01	7.021607142857078543e+00	-4.915125000000000455e+01	3.978910714285711947e+01	-6.319446428571427532e+01	-1.404321428571427077e+01	-8.894035714285712402e+01	3.276749999999992724e+01	3.042696428571423439e+01	-2.106482142857146300e+01	8.425928571428562464e+01	2.083076785714284824e+02	2.878858928571428351e+02	3.581019642857141889e+02	4.751287499999999682e+02	5.476853571428570149e+02	6.459878571428570240e+02	8.285496428571428851e+02	8.613171428571428123e+02	9.479169642857142435e+02	1.071965357142857101e+03	1.188992142857142881e+03	1.128138214285714184e+03	1.254527142857142735e+03	1.425386250000000018e+03	1.497942857142857065e+03	1.200694821428571231e+03	8.870630357142855473e+02	1.034516785714285561e+03	1.334105357142856974e+03	1.233462321428571158e+03	1.624331785714285616e+03	1.558796785714285306e+03	1.364532321428571322e+03	1.371553928571428514e+03
4.893358541929264902e+02	0.000000000000000000e+00	3.276749999999992724e+01	5.149178571428569740e+01	9.362142857142771390e+00	1.170267857142857792e+01	-8.191875000000004547e+01	7.021607142857078543e+00	4.681071428571385695e+00	3.510803571428562009e+01	5.383232142857139024e+01	7.957821428571423894e+01	4.212964285714281232e+01	2.340535714285692848e+00	-6.085392857142858247e+01	3.276749999999992724e+01	-2.340535714285806534e+00	-1.872428571428577015e+01	1.404321428571427077e+01	2.340535714285704216e+01	3.276749999999992724e+01	1.638374999999996362e+01	1.170267857142857792e+01	4.681071428571385695e+00	-7.021607142857192230e+00	3.744857142857142662e+01	2.106482142857134932e+01	1.638374999999996362e+01	1.240483928571427441e+02	2.995885714285714130e+02	4.166153571428570785e+02	4.142748214285713857e+02	5.078962500000000091e+02	7.419498214285713402e+02	7.653551785714284961e+02	8.355712499999999636e+02	9.549385714285713220e+02	1.064943749999999909e+03	1.320062142857142817e+03	1.231121785714285579e+03	1.238143392857142771e+03	1.444110535714285561e+03	1.446451071428571140e+03	1.231121785714285579e+03	9.525980357142855155e+02	1.181970535714285688e+03	1.301337857142857047e+03	1.418364642857142826e+03	1.596245357142856847e+03	1.500283392857142644e+03	1.432407857142856983e+03	1.364532321428571322e+03
4.896999028222566608e+02	0.000000000000000000e+00	-4.212964285714292600e+01	4.212964285714281232e+01	1.638374999999996362e+01	-3.510803571428573377e+01	-1.638375000000007731e+01	5.383232142857139024e+01	-2.574589285714284870e+01	1.872428571428565647e+01	2.106482142857134932e+01	-3.510803571428573377e+01	-2.574589285714284870e+01	-5.851339285714288962e+01	-5.851339285714288962e+01	-3.978910714285723316e+01	1.404321428571427077e+01	1.170267857142857792e+01	2.340535714285704216e+01	-4.681071428571499382e+00	1.404321428571427077e+01	-4.212964285714292600e+01	-3.744857142857142662e+01	-1.638375000000007731e+01	-3.510803571428573377e+01	-1.404321428571427077e+01	-6.085392857142858247e+01	1.404321428571427077e+01	1.427726785714285143e+02	2.597994642857141798e+02	3.791667857142856519e+02	4.236369642857142708e+02	5.149178571428570876e+02	8.098253571428571149e+02	8.659982142857141980e+02	8.215280357142856928e+02	9.128089285714285097e+02	1.064943749999999909e+03	1.095370714285714257e+03	1.177289464285714075e+03	1.291975714285714275e+03	1.423045714285714439e+03	1.411343035714285634e+03	1.254527142857142735e+03	9.128089285714285097e+02	1.090689642857142644e+03	1.135159821428571377e+03	1.357510714285714130e+03	1.549434642857142990e+03	1.481559107142857101e+03	1.469856428571428751e+03	1.263889285714285506e+03
4.900639147216512015e+02	0.000000000000000000e+00	-3.978910714285711947e+01	-6.553499999999996817e+01	-1.404321428571427077e+01	-3.276749999999992724e+01	-2.106482142857134932e+01	-1.006430357142857019e+02	0.000000000000000000e+00	-4.681071428571419801e+01	-1.638374999999996362e+01	-4.212964285714281232e+01	-4.915125000000000455e+01	-1.053241071428570876e+02	-1.872428571428565647e+01	-1.872428571428565647e+01	-1.638374999999996362e+01	-2.808642857142854155e+01	-4.212964285714281232e+01	-5.617285714285708309e+01	-9.362142857142850971e+01	7.021607142857192230e+00	9.362142857142885077e+00	1.170267857142857792e+01	-7.489714285714285325e+01	-3.978910714285711947e+01	-4.681071428571419801e+01	-3.276749999999992724e+01	2.106482142857146300e+01	2.293725000000000591e+02	3.417182142857143390e+02	4.868314285714285461e+02	5.851339285714285552e+02	7.302471428571428760e+02	7.723767857142858020e+02	8.121658928571429215e+02	8.285496428571428851e+02	1.041538392857142753e+03	1.123457142857143026e+03	1.217078571428571195e+03	1.228781250000000000e+03	1.282613571428571504e+03	1.409002500000000055e+03	1.270910892857142699e+03	8.659982142857141980e+02	1.100051785714285870e+03	1.315381071428571431e+03	1.287294642857142662e+03	1.322402678571428623e+03	1.504964464285714257e+03	1.406661964285714021e+03	1.420705178571428405e+03
4.904278898772249704e+02	0.000000000000000000e+00	3.744857142857142662e+01	-2.106482142857146300e+01	-2.340535714285692848e+00	-3.042696428571434808e+01	-2.808642857142854155e+01	-3.042696428571434808e+01	-4.915125000000000455e+01	-4.212964285714292600e+01	-2.340535714285692848e+00	-1.404321428571427077e+01	-1.638374999999996362e+01	1.404321428571427077e+01	-3.042696428571434808e+01	-3.744857142857142662e+01	-3.042696428571434808e+01	4.681071428571385695e+00	-5.383232142857150393e+01	9.362142857142885077e+00	-3.510803571428573377e+01	-5.383232142857150393e+01	-5.383232142857150393e+01	-3.510803571428573377e+01	7.021607142857078543e+00	-6.787553571428577470e+01	-9.362142857142885077e+00	-4.681071428571499382e+00	9.596196428571420256e+01	2.668210714285713721e+02	4.189558928571427714e+02	4.657666071428570831e+02	5.710907142857142844e+02	8.028037500000000364e+02	7.653551785714284961e+02	8.472739285714285415e+02	9.268521428571427805e+02	9.900466071428570558e+02	1.076646428571428487e+03	1.196013749999999845e+03	1.200694821428571458e+03	1.331764821428571395e+03	1.401980892857142862e+03	1.308359464285714239e+03	8.519549999999999272e+02	1.123457142857142799e+03	1.219419107142857001e+03	1.355170178571428551e+03	1.495602321428571258e+03	1.575180535714285497e+03	1.453472678571428560e+03	1.387937678571428478e+03
4.907918282750927688e+02	0.000000000000000000e+00	-1.872428571428565647e+01	-1.170267857142857792e+01	1.872428571428577015e+01	5.149178571428569740e+01	4.681071428571499382e+00	2.106482142857146300e+01	2.808642857142854155e+01	-4.681071428571385695e+00	-9.362142857142885077e+00	3.978910714285711947e+01	4.681071428571499382e+00	-1.404321428571427077e+01	2.574589285714284870e+01	-1.404321428571427077e+01	3.510803571428573377e+01	-2.340535714285692848e+00	3.276750000000004093e+01	7.255660714285716040e+01	1.638375000000007731e+01	7.723767857142854609e+01	2.340535714285715585e+01	-2.808642857142854155e+01	-6.787553571428566102e+01	3.042696428571434808e+01	2.574589285714284870e+01	6.787553571428577470e+01	1.521348214285713993e+02	2.527778571428571013e+02	3.744857142857142662e+02	5.383232142857142435e+02	5.804528571428571695e+02	7.302471428571428760e+02	8.519550000000000409e+02	9.268521428571428942e+02	9.057873214285713175e+02	1.123457142857143026e+03	1.174948928571428496e+03	1.149203035714285761e+03	1.263889285714285506e+03	1.493261785714285907e+03	1.462834821428571558e+03	1.317721607142857010e+03	9.689817857142855928e+02	1.242824464285714384e+03	1.249846071428571577e+03	1.341126964285714166e+03	1.467515892857142717e+03	1.502623928571428678e+03	1.371553928571428514e+03	1.359851250000000164e+03
4.911557299013694546e+02	0.000000000000000000e+00	1.170267857142857792e+01	1.170267857142857792e+01	2.340535714285715585e+01	3.510803571428573377e+01	1.638375000000007731e+01	-1.872428571428565647e+01	3.042696428571434808e+01	9.362142857142885077e+00	-3.510803571428562009e+01	3.042696428571434808e+01	1.872428571428577015e+01	-2.106482142857134932e+01	-1.638374999999996362e+01	-3.042696428571423439e+01	-2.574589285714284870e+01	1.638375000000007731e+01	5.383232142857150393e+01	1.872428571428577015e+01	2.106482142857146300e+01	2.340535714285715585e+01	1.638375000000007731e+01	3.744857142857142662e+01	5.851339285714288962e+01	-2.808642857142854155e+01	-2.340535714285692848e+00	7.255660714285716040e+01	1.404321428571429351e+02	2.387346428571429442e+02	3.674641071428571877e+02	4.540639285714285052e+02	5.640691071428570922e+02	8.004632142857142298e+02	7.981226785714286507e+02	9.151494642857142026e+02	9.572791071428571286e+02	1.071965357142857101e+03	1.324743214285714203e+03	1.226440714285714193e+03	1.345808035714285779e+03	1.458153750000000173e+03	1.521348214285714448e+03	1.362191785714285743e+03	1.015792500000000018e+03	1.219419107142857229e+03	1.327083750000000009e+03	1.306018928571428432e+03	1.530710357142857220e+03	1.568158928571428760e+03	1.373894464285714321e+03	1.418364642857142826e+03
4.915195947421696587e+02	0.000000000000000000e+00	6.085392857142846879e+01	-7.021607142857192230e+00	2.574589285714284870e+01	4.212964285714281232e+01	7.021607142857135386e+01	7.489714285714285325e+01	5.617285714285708309e+01	6.319446428571427532e+01	2.106482142857134932e+01	5.617285714285708309e+01	9.362142857142771390e+00	7.723767857142854609e+01	-2.340535714285806534e+00	5.383232142857139024e+01	4.915125000000000455e+01	7.021607142857135386e+01	8.191874999999993179e+01	2.340535714285692848e+00	7.723767857142854609e+01	9.362142857142771390e+00	-2.340535714285715585e+01	6.787553571428566102e+01	-4.212964285714292600e+01	3.744857142857142662e+01	1.076646428571427805e+02	9.362142857142850971e+01	1.474537499999999000e+02	2.995885714285714130e+02	4.774692857142855473e+02	5.476853571428570149e+02	6.366257142857142526e+02	8.987657142857141253e+02	9.596196428571428214e+02	9.502574999999998226e+02	9.198305357142857019e+02	1.153884107142856919e+03	1.256867678571428314e+03	1.238143392857142771e+03	1.336445892857142553e+03	1.591564285714285688e+03	1.563477857142856919e+03	1.423045714285713984e+03	1.043878928571428332e+03	1.287294642857142662e+03	1.355170178571428551e+03	1.420705178571428405e+03	1.593904821428571267e+03	1.643056071428571613e+03	1.479218571428571522e+03	1.401980892857142862e+03
4.918834227836082960e+02	0.000000000000000000e+00	4.447017857142861885e+01	9.830250000000000909e+01	1.287294642857143572e+02	1.076646428571428942e+02	1.053241071428572013e+02	1.076646428571428942e+02	1.146862499999999727e+02	6.553500000000008185e+01	7.723767857142865978e+01	1.217078571428571649e+02	1.357510714285714357e+02	4.915125000000000455e+01	7.723767857142865978e+01	8.894035714285712402e+01	1.193673214285714721e+02	3.510803571428573377e+01	1.123457142857142799e+02	4.447017857142861885e+01	8.425928571428573832e+01	5.617285714285719678e+01	7.255660714285716040e+01	1.170267857142857792e+02	7.489714285714285325e+01	6.787553571428577470e+01	9.362142857142862340e+01	7.255660714285716040e+01	1.825617857142857474e+02	2.972480357142857201e+02	4.961935714285714312e+02	5.827933928571428623e+02	6.342851785714285597e+02	8.566360714285713129e+02	1.001749285714285634e+03	9.806844642857142844e+02	1.008770892857142826e+03	1.188992142857142881e+03	1.343467499999999973e+03	1.273251428571428505e+03	1.341126964285714166e+03	1.558796785714285534e+03	1.652418214285714157e+03	1.310700000000000045e+03	1.050900535714285752e+03	1.369213392857142708e+03	1.380916071428571286e+03	1.469856428571428523e+03	1.598585892857142653e+03	1.650077678571428578e+03	1.437088928571428596e+03	1.479218571428571295e+03
4.922472140117999970e+02	0.000000000000000000e+00	2.574589285714284870e+01	4.681071428571499382e+00	-2.808642857142854155e+01	-3.276750000000004093e+01	-3.978910714285711947e+01	2.340535714285715585e+01	-9.362142857142885077e+00	-1.170267857142857792e+01	-3.042696428571423439e+01	2.340535714285692848e+00	3.744857142857142662e+01	-2.106482142857146300e+01	-6.085392857142858247e+01	-8.659982142857143117e+01	1.404321428571427077e+01	-2.808642857142854155e+01	-3.510803571428573377e+01	2.340535714285715585e+01	-9.362142857142885077e+00	9.362142857142885077e+00	2.106482142857146300e+01	-2.340535714285692848e+00	1.170267857142857792e+01	1.170267857142857792e+01	1.170267857142857792e+01	8.659982142857143117e+01	1.544753571428572059e+02	3.066101785714286052e+02	4.119342857142856928e+02	4.517233928571428123e+02	4.891719642857143526e+02	8.028037499999999227e+02	8.589766071428570058e+02	8.823819642857141616e+02	9.502575000000000500e+02	1.123457142857143026e+03	1.205375892857142844e+03	1.341126964285714166e+03	1.364532321428571322e+03	1.460494285714285525e+03	1.523688749999999800e+03	1.357510714285714130e+03	1.015792499999999905e+03	1.210056964285714457e+03	1.261548749999999927e+03	1.371553928571428514e+03	1.654758749999999964e+03	1.530710357142856992e+03	1.432407857142857210e+03	1.383256607142856865e+03
4.926109684128598474e+02	0.000000000000000000e+00	7.255660714285716040e+01	-1.170267857142857792e+01	3.744857142857142662e+01	3.042696428571423439e+01	6.319446428571427532e+01	2.574589285714284870e+01	2.340535714285715585e+01	1.638374999999996362e+01	-5.617285714285719678e+01	-6.085392857142858247e+01	2.574589285714284870e+01	7.021607142857078543e+00	4.681071428571385695e+00	-2.340535714285715585e+01	2.574589285714284870e+01	7.021607142857078543e+00	-3.510803571428573377e+01	4.447017857142850517e+01	-6.787553571428577470e+01	2.808642857142854155e+01	2.106482142857134932e+01	-2.808642857142865523e+01	-2.808642857142865523e+01	9.362142857142885077e+00	3.744857142857142662e+01	1.100051785714285870e+02	1.100051785714285870e+02	2.387346428571428305e+02	4.376801785714284279e+02	4.564044642857141980e+02	6.272635714285714812e+02	8.379117857142856565e+02	8.706792857142855837e+02	1.034516785714285561e+03	9.291926785714284733e+02	1.125797678571428605e+03	1.242824464285714384e+03	1.336445892857142553e+03	1.322402678571428623e+03	1.462834821428571558e+03	1.584542678571428496e+03	1.308359464285714239e+03	1.043878928571428332e+03	1.153884107142856919e+03	1.291975714285714275e+03	1.420705178571428405e+03	1.535391428571428605e+03	1.486240178571428714e+03	1.413683571428571213e+03	1.345808035714285779e+03
4.929746859729023640e+02	0.000000000000000000e+00	-9.362142857142885077e+00	9.362142857142885077e+00	1.170267857142857792e+01	-4.681071428571431170e+01	-4.212964285714281232e+01	2.340535714285692848e+00	-2.340535714285715585e+01	-4.681071428571385695e+00	-1.872428571428565647e+01	-3.978910714285711947e+01	-5.383232142857139024e+01	1.638374999999996362e+01	0.000000000000000000e+00	-4.915125000000000455e+01	1.170267857142857792e+01	-3.276750000000004093e+01	4.681071428571385695e+00	1.872428571428577015e+01	1.404321428571427077e+01	-9.362142857142885077e+00	2.340535714285715585e+01	-2.574589285714284870e+01	-1.638374999999996362e+01	-5.617285714285708309e+01	-2.574589285714284870e+01	5.149178571428569740e+01	1.427726785714286279e+02	2.808642857142857565e+02	3.510803571428571104e+02	5.430042857142856292e+02	6.015176785714285188e+02	8.800414285714285825e+02	8.589766071428570058e+02	8.964251785714285461e+02	9.198305357142857019e+02	1.137500357142856956e+03	1.266229821428571540e+03	1.226440714285714421e+03	1.392618750000000091e+03	1.514326607142857029e+03	1.413683571428571213e+03	1.324743214285714203e+03	1.013451964285714325e+03	1.214738035714285616e+03	1.245164999999999964e+03	1.355170178571428551e+03	1.453472678571428787e+03	1.526029285714285834e+03	1.336445892857143008e+03	1.334105357142856974e+03
4.933383666780426324e+02	0.000000000000000000e+00	4.212964285714281232e+01	-5.149178571428569740e+01	0.000000000000000000e+00	-4.915125000000000455e+01	-4.212964285714281232e+01	-4.212964285714281232e+01	-2.340535714285715585e+01	-2.340535714285715585e+01	2.808642857142854155e+01	9.362142857142885077e+00	-2.340535714285715585e+01	-4.447017857142861885e+01	2.340535714285692848e+00	-7.021607142857192230e+00	-7.489714285714285325e+01	-1.638374999999996362e+01	7.021607142857192230e+00	4.447017857142861885e+01	-4.447017857142861885e+01	-6.085392857142858247e+01	-4.681071428571431170e+01	-2.340535714285715585e+01	-1.872428571428565647e+01	-7.021607142857192230e+00	0.000000000000000000e+00	1.029835714285713948e+02	1.287294642857142435e+02	2.949075000000000273e+02	3.861883928571428442e+02	4.587450000000000045e+02	6.179014285714284824e+02	8.191874999999998863e+02	8.051442857142857292e+02	8.519550000000000409e+02	9.830249999999999773e+02	1.013451964285714325e+03	1.280273035714285470e+03	1.261548749999999927e+03	1.362191785714285743e+03	1.458153749999999945e+03	1.582202142857142462e+03	1.240483928571428351e+03	1.011111428571428519e+03	1.207716428571428423e+03	1.287294642857142662e+03	1.298997321428571468e+03	1.394959285714285670e+03	1.345808035714285779e+03	1.282613571428571504e+03	1.287294642857142662e+03
4.937020105143952264e+02	0.000000000000000000e+00	1.872428571428565647e+01	-3.510803571428573377e+01	0.000000000000000000e+00	-2.574589285714284870e+01	-5.149178571428581108e+01	-1.170267857142857792e+01	-9.362142857142885077e+00	-2.340535714285806534e+00	-2.340535714285715585e+01	7.021607142857078543e+00	-2.340535714285806534e+00	-7.723767857142865978e+01	1.404321428571427077e+01	1.404321428571427077e+01	-7.723767857142865978e+01	-1.170267857142857792e+01	-9.128089285714293055e+01	-2.574589285714284870e+01	1.872428571428565647e+01	5.149178571428569740e+01	2.106482142857134932e+01	1.404321428571427077e+01	-3.042696428571434808e+01	9.362142857142771390e+00	-2.340535714285806534e+00	-3.276750000000004093e+01	1.427726785714285143e+02	2.036266071428570967e+02	3.978910714285713084e+02	3.651235714285713811e+02	5.710907142857141707e+02	8.145064285714285006e+02	9.081278571428571240e+02	9.760033928571427850e+02	9.806844642857141707e+02	1.118776071428571413e+03	1.270910892857142699e+03	1.380916071428571286e+03	1.287294642857142662e+03	1.413683571428571213e+03	1.474537499999999909e+03	1.282613571428571504e+03	1.018133035714285711e+03	1.203035357142857265e+03	1.247505535714285543e+03	1.352829642857142971e+03	1.434748392857142790e+03	1.483899642857142680e+03	1.296656785714285434e+03	1.378575535714285706e+03
4.940656174680750610e+02	0.000000000000000000e+00	1.170267857142857792e+01	-7.021607142857192230e+00	-4.212964285714292600e+01	7.489714285714285325e+01	2.340535714285715585e+01	8.191874999999993179e+01	0.000000000000000000e+00	7.957821428571423894e+01	-1.170267857142857792e+01	1.170267857142857792e+01	2.574589285714284870e+01	2.808642857142854155e+01	2.340535714285715585e+01	2.340535714285692848e+00	4.915125000000000455e+01	4.915125000000000455e+01	0.000000000000000000e+00	7.021607142857135386e+01	4.212964285714281232e+01	2.106482142857146300e+01	3.510803571428573377e+01	6.787553571428566102e+01	3.510803571428573377e+01	8.191874999999993179e+01	-7.021607142857192230e+00	5.383232142857139024e+01	1.872428571428571331e+02	2.106482142857142890e+02	4.119342857142856928e+02	4.915124999999999318e+02	5.851339285714285552e+02	8.566360714285714266e+02	9.174899999999998954e+02	1.006430357142857133e+03	9.877060714285713630e+02	1.149203035714285761e+03	1.235802857142857192e+03	1.245164999999999964e+03	1.366872857142856901e+03	1.497942857142857065e+03	1.568158928571428532e+03	1.348148571428571358e+03	1.102392321428571449e+03	1.135159821428571377e+03	1.383256607142856865e+03	1.287294642857142662e+03	1.331764821428571395e+03	1.446451071428571140e+03	1.380916071428571286e+03	1.352829642857142971e+03
4.944291875251968236e+02	0.000000000000000000e+00	-8.425928571428562464e+01	-1.404321428571427077e+01	-2.340535714285715585e+01	1.872428571428577015e+01	-4.681071428571385695e+00	-3.042696428571423439e+01	-3.042696428571423439e+01	-4.915125000000000455e+01	-4.681071428571385695e+00	2.340535714285715585e+01	-7.255660714285716040e+01	-2.340535714285692848e+00	-6.085392857142858247e+01	7.021607142857192230e+00	-6.787553571428566102e+01	-6.319446428571427532e+01	-9.128089285714281687e+01	-2.340535714285715585e+01	-1.872428571428565647e+01	-4.212964285714281232e+01	-4.915125000000000455e+01	-6.553499999999996817e+01	-3.276749999999992724e+01	-5.383232142857139024e+01	-7.723767857142854609e+01	4.681071428571499382e+00	6.787553571428577470e+01	1.357510714285714357e+02	4.142748214285714994e+02	4.189558928571428851e+02	5.593880357142858202e+02	8.332307142857142708e+02	7.981226785714285370e+02	8.004632142857143435e+02	8.870630357142857747e+02	1.109413928571428642e+03	1.249846071428571577e+03	1.184311071428571267e+03	1.259208214285714348e+03	1.371553928571428514e+03	1.448791607142857174e+03	1.338786428571428587e+03	1.032176249999999982e+03	1.174948928571428496e+03	1.294316249999999854e+03	1.254527142857142735e+03	1.460494285714285525e+03	1.465175357142857138e+03	1.252186607142857156e+03	1.261548749999999927e+03
4.947927206718754292e+02	0.000000000000000000e+00	-2.106482142857134932e+01	-5.383232142857139024e+01	-1.404321428571427077e+01	-3.276749999999992724e+01	0.000000000000000000e+00	-3.510803571428573377e+01	-3.510803571428573377e+01	-2.106482142857134932e+01	2.106482142857146300e+01	-3.276749999999992724e+01	-3.276749999999992724e+01	-5.383232142857139024e+01	-4.447017857142850517e+01	-1.638374999999996362e+01	-1.872428571428565647e+01	-4.681071428571431170e+01	9.362142857142885077e+00	-2.106482142857134932e+01	-6.085392857142858247e+01	4.681071428571499382e+00	-2.106482142857134932e+01	7.957821428571435263e+01	4.681071428571499382e+00	2.340535714285715585e+01	7.021607142857192230e+00	2.340535714285715585e+01	1.006430357142857019e+02	2.738426785714285643e+02	4.798098214285714675e+02	5.640691071428570922e+02	5.710907142857142844e+02	8.191875000000000000e+02	9.385548214285713584e+02	8.145064285714286143e+02	8.777008928571428896e+02	1.137500357142857183e+03	1.235802857142857192e+03	1.352829642857142744e+03	1.282613571428571277e+03	1.479218571428571295e+03	1.523688750000000027e+03	1.355170178571428551e+03	1.083668035714285679e+03	1.165586785714285725e+03	1.196013750000000073e+03	1.252186607142857156e+03	1.483899642857142908e+03	1.409002500000000055e+03	1.273251428571428505e+03	1.254527142857142735e+03
4.951562168942256221e+02	0.000000000000000000e+00	7.255660714285716040e+01	-2.340535714285692848e+00	0.000000000000000000e+00	-2.340535714285692848e+00	-2.106482142857146300e+01	4.681071428571431170e+01	-3.510803571428573377e+01	-6.787553571428566102e+01	5.383232142857139024e+01	8.894035714285712402e+01	2.106482142857146300e+01	9.362142857142885077e+00	-5.851339285714288962e+01	6.085392857142858247e+01	2.340535714285692848e+00	1.170267857142857792e+01	1.872428571428565647e+01	4.212964285714281232e+01	-6.553499999999996817e+01	9.362142857142885077e+00	-1.170267857142857792e+01	0.000000000000000000e+00	3.276750000000004093e+01	-1.404321428571427077e+01	-7.021607142857192230e+00	6.085392857142858247e+01	1.755401785714285552e+02	1.942644642857142117e+02	4.470423214285713129e+02	5.313016071428571649e+02	6.179014285714285961e+02	9.057873214285714312e+02	9.081278571428570103e+02	9.596196428571427077e+02	1.008770892857142826e+03	1.121116607142856992e+03	1.301337857142857047e+03	1.296656785714285661e+03	1.327083750000000009e+03	1.448791607142856947e+03	1.418364642857142826e+03	1.336445892857142780e+03	9.947276785714284415e+02	1.200694821428571458e+03	1.329424285714285588e+03	1.364532321428571322e+03	1.437088928571428596e+03	1.425386250000000018e+03	1.329424285714285588e+03	1.259208214285714121e+03
4.955196761783622037e+02	0.000000000000000000e+00	1.638374999999996362e+01	3.042696428571434808e+01	9.128089285714281687e+01	3.042696428571434808e+01	6.553499999999996817e+01	3.276750000000004093e+01	7.021607142857146755e+01	1.638374999999996362e+01	4.915125000000000455e+01	6.085392857142858247e+01	1.193673214285714721e+02	5.383232142857139024e+01	1.076646428571428942e+02	2.808642857142854155e+01	7.255660714285716040e+01	3.510803571428573377e+01	-3.978910714285711947e+01	4.212964285714292600e+01	4.681071428571385695e+00	1.006430357142857019e+02	1.638374999999996362e+01	2.106482142857146300e+01	-2.340535714285692848e+00	-2.340535714285715585e+01	-1.638374999999996362e+01	8.191875000000004547e+01	2.644805357142856792e+02	2.761832142857142571e+02	4.634260714285715039e+02	5.523664285714285143e+02	6.459878571428571377e+02	8.425928571428571558e+02	9.432358928571427441e+02	1.090689642857142871e+03	1.057922142857142717e+03	1.167927321428571304e+03	1.399640357142857056e+03	1.380916071428571286e+03	1.399640357142857056e+03	1.565818392857142953e+03	1.575180535714285725e+03	1.385597142857142899e+03	1.036857321428571368e+03	1.219419107142857001e+03	1.345808035714285552e+03	1.329424285714285588e+03	1.472196964285714330e+03	1.502623928571428678e+03	1.378575535714285706e+03	1.256867678571428542e+03
4.958830985104000320e+02	0.000000000000000000e+00	-3.978910714285711947e+01	-3.276750000000004093e+01	1.170267857142857792e+01	1.170267857142857792e+01	2.340535714285715585e+01	1.872428571428577015e+01	4.212964285714281232e+01	1.170267857142857792e+01	-2.106482142857146300e+01	-2.340535714285692848e+00	4.681071428571499382e+00	3.276750000000004093e+01	-4.681071428571431170e+01	-4.681071428571385695e+00	-3.510803571428573377e+01	5.383232142857139024e+01	-7.021607142857078543e+00	7.021607142857192230e+00	0.000000000000000000e+00	-5.149178571428569740e+01	2.106482142857146300e+01	7.021607142857192230e+00	1.170267857142857792e+01	2.574589285714284870e+01	-4.681071428571431170e+01	8.894035714285712402e+01	1.685185714285714766e+02	2.597994642857142935e+02	4.236369642857142708e+02	4.423612500000000409e+02	6.155608928571429033e+02	8.659982142857141980e+02	9.502575000000000500e+02	9.315332142857142799e+02	1.008770892857142712e+03	1.109413928571428642e+03	1.329424285714285816e+03	1.324743214285714203e+03	1.369213392857142935e+03	1.488580714285714294e+03	1.582202142857142462e+03	1.411343035714285634e+03	1.118776071428571413e+03	1.221759642857142808e+03	1.310699999999999818e+03	1.280273035714285470e+03	1.444110535714285561e+03	1.409002500000000055e+03	1.238143392857142771e+03	1.181970535714285688e+03
4.962464838764538513e+02	0.000000000000000000e+00	5.149178571428569740e+01	5.617285714285708309e+01	6.787553571428566102e+01	4.447017857142850517e+01	4.212964285714281232e+01	4.915125000000000455e+01	6.085392857142858247e+01	4.447017857142850517e+01	3.510803571428573377e+01	4.915125000000000455e+01	-9.362142857142885077e+00	-1.872428571428577015e+01	4.681071428571431170e+01	6.553499999999996817e+01	5.851339285714277594e+01	9.362142857142885077e+00	-9.362142857142885077e+00	5.383232142857139024e+01	4.915125000000000455e+01	4.681071428571431170e+01	7.723767857142854609e+01	2.106482142857146300e+01	2.808642857142854155e+01	3.744857142857142662e+01	5.149178571428569740e+01	8.425928571428573832e+01	1.802212499999999409e+02	3.183128571428570694e+02	4.142748214285713857e+02	5.149178571428570876e+02	5.944960714285713266e+02	8.753603571428569694e+02	8.519550000000000409e+02	1.020473571428571290e+03	1.018133035714285711e+03	1.221759642857142808e+03	1.334105357142856974e+03	1.317721607142857010e+03	1.453472678571428332e+03	1.523688749999999800e+03	1.603266964285714039e+03	1.392618750000000091e+03	1.088349107142857065e+03	1.170267857142856883e+03	1.352829642857142971e+03	1.287294642857142662e+03	1.357510714285714130e+03	1.427726785714285597e+03	1.366872857142856901e+03	1.282613571428571504e+03
